layer;field_count;features_count;uniq_values_number;average_uniq_values;total_length;number_of_points;number_of_bends;average_area_of_bends;average_length_of_bends_baseline;average_height_of_bends;average_length_of_the_bends;total_polygons_area;average_polygons_area;average_length;layer_type;total_bends_area
hdrlin500;8;5002;2.053;0.257;30794431.519;107836;25864;217222.714;1235.684;225.463;1432.548;0.0;0.0;6309.041;Line;5618248285.0
hdrlin500Салехард;4;3;3.667;0.917;420248.807;417;91;5966066.879;4831.637;916.615;5604.879;0.0;0.0;70041.468;Line;542912086.0
hdrpnt500;7;0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Point;0.0
hdrpol500k;14;0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Polygon;0.0
hdtlin500;14;0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Line;0.0
hdtpnt500;15;9;1.667;0.111;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Point;0.0
hdtpol500;12;0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Polygon;0.0
piplin500;12;4;6.0;0.5;120975.725;76;12;5640794.5;10574.583;675.333;10821.0;0.0;0.0;30243.931;Line;67689534.0
pippnt500;7;0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Point;0.0
pippol500;8;2;6.5;0.812;10288.447;26;9;228596.0;869.0;255.111;1519.0;1825571.732;912785.866;5144.224;Polygon;2057364.0
poppnt500;9;19;0.474;0.053;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Point;0.0
poppol500;14;29;5.69;0.406;102344.644;293;98;155630.235;650.469;292.949;1290.571;19197290.786;661975.544;3529.126;Polygon;15251763.0
rdclin500;13;1;13.0;1.0;555.973;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Line;0.0
rdcpnt500;13;1;13.0;1.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Point;0.0
rdslin500;12;155;3.148;0.262;3595806.802;6654;599;3537096.808;6003.541;599.925;6367.466;0.0;0.0;23972.045;Line;2118720988.0
rdspnt500;11;0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Point;0.0
rlflin500;7;117;3.214;0.459;283949.903;851;138;350613.986;1909.109;233.761;2075.659;0.0;0.0;2581.363;Line;48384730.0
rlfpnt500;8;92;0.087;0.011;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Point;0.0
rlfpol500;9;15;4.4;0.489;1204936.335;6735;1150;11114506.003;11892.748;1105.41;15455.253;2110371279.174;140691418.612;80329.089;Polygon;12781681903.0
rlhlin500;5;1280;2.013;0.403;57806450.229;185513;39777;356663.538;1288.837;360.133;1792.781;0.0;0.0;45161.289;Line;14187005551.0
rlhpnt500;7;493;0.014;0.002;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Point;0.0
rrslin500;7;2;6.0;0.857;72663.828;157;14;1945318.714;5010.571;670.071;5535.857;0.0;0.0;36331.914;Line;27234462.0
rrspnt500;8;1;8.0;1.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Point;0.0
veglin500;8;14;2.429;0.304;25796.523;41;10;414308.8;1872.2;382.5;2253.2;0.0;0.0;2866.28;Line;4143088.0
vegpnt500;7;230;0.03;0.004;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Point;0.0
