layer;field_count;features_count;uniq_values_number;average_uniq_values;total_length;number_of_points;number_of_bends;average_area_of_bends;average_length_of_bends_baseline;average_height_of_bends;average_length_of_the_bends;total_polygons_area;average_polygons_area;average_length;layer_type;total_bends_area
rlflin1000;7;13;3.385;0.484;119710.682;183;34;1201309.147;3557.941;450.353;3862.647;0.0;0.0;8550.763;Line;40844511.0
rlfpnt1000;8;76;0.105;0.013;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Point;0.0
rlfpol1000;9;0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Polygon;0.0
rlhlin1000;5;118;2.076;0.415;14853526.323;21068;4188;1642811.891;3318.398;619.794;4186.14;0.0;0.0;125877.342;Line;6880096201.0
rlhpnt1000;7;78;0.09;0.013;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Point;0.0
rrslin1000;7;53;3.151;0.45;1685443.377;1371;115;17829948.252;14589.122;1117.504;15170.817;0.0;0.0;35860.497;Line;2050444049.0
rrspnt1000;8;60;0.133;0.017;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Point;0.0
subject1000;9;4;9.0;1.0;3064977.101;3162;731;31117903.109;4036.543;822.702;4809.391;60281384507.193;4018758967.146;204331.807;Polygon;22747187173.0
veglin1000;8;327;2.015;0.252;2008761.826;1631;303;1216003.413;6390.079;306.809;6581.046;0.0;0.0;7225.762;Line;368449034.0
vegpnt1000;7;7;1.0;0.143;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Point;0.0
vegpol1000;8;109;3.064;0.383;1907065.021;4565;1170;447459.612;1703.782;323.853;2021.461;1471052220.947;13495891.935;17496.009;Polygon;523527746.0
