layer;field_count;features_count;uniq_values_number;average_uniq_values;total_length;number_of_points;number_of_bends;average_area_of_bends;average_length_of_bends_baseline;average_height_of_bends;average_length_of_the_bends;total_polygons_area;average_polygons_area;average_length;layer_type;total_bends_area
gdcpnt200;7;1097;0.006;0.001;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Point;0.0
gndpnt200;4;3;1.333;0.333;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Point;0.0
gndpol200;7;650;4.008;0.573;1937960.871;11047;2590;94822.12;495.045;199.02;902.482;404805219.291;622777.26;2981.478;Polygon;245589290.0
hdclin200;13;177;3.288;0.253;157779.881;325;86;73810.884;959.872;119.86;1053.977;0.0;0.0;2354.924;Line;6347736.0
hdcpnt200;12;86;0.14;0.012;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Point;0.0
hdcpol200;6;0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Polygon;0.0
hddlin200;5;0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Line;0.0
hddpnt200;4;0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Point;0.0
hdrlin200;9;5597;3.027;0.336;10307871.878;43081;12408;87647.734;850.165;139.016;955.381;0.0;0.0;2213.415;Line;1087533084.0
hdrlin200clip;9;0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Line;0.0
hdrpnt200;8;74;0.108;0.013;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Point;0.0
hdrpol200;15;3593;4.014;0.268;8649009.04;49576;13777;93154.147;523.377;134.825;830.1;624436864.912;173792.615;2407.183;Polygon;1283384678.0
hdtlin200;15;1761;2.974;0.198;613762.796;967;272;82654.581;543.566;153.346;832.048;0.0;0.0;3282.154;Line;22482046.0
hdtpnt200;17;88;0.193;0.011;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Point;0.0
hdtpol200;13;0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Polygon;0.0
piplin200;12;177;3.141;0.262;1578357.313;1558;284;2855265.563;5643.662;564.979;6029.5;0.0;0.0;14480.342;Line;810895420.0
pippnt2000;7;1;7.0;1.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Point;0.0
poppnt200;9;52;0.173;0.019;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Point;0.0
poppol200;14;2975;4.724;0.337;20089606.801;67328;27044;121134.489;650.469;227.781;1019.898;5079995417.092;1703553.124;6736.957;Polygon;3275961110.0
rdclin200;14;191;3.34;0.239;252408.62;550;125;471084.832;1604.616;128.016;1667.784;0.0;0.0;2139.056;Line;58885604.0
rdcpnt200;14;940;0.015;0.001;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Point;0.0
rdslin200;12;22330;2.971;0.248;35257258.068;78777;20991;173556.523;1450.05;162.211;1549.95;0.0;0.0;2491.151;Line;3643124970.0
rdspnt200;10;0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Point;0.0
rlflin200;7;11486;2.99;0.427;8013928.651;60255;14631;21283.852;524.874;57.337;572.05;0.0;0.0;791.499;Line;311404039.0
rlfpnt200;8;1116;0.007;0.001;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Point;0.0
rlfpol2000;9;25;4.48;0.498;54191.868;434;111;42283.523;377.712;103.135;600.405;4805447.187;192217.887;2167.675;Polygon;4693471.0
rlhlin200;6;10949;2.957;0.493;99627850.318;472269;127657;116470.764;736.918;202.937;1000.713;0.0;0.0;11094.415;Line;14868308302.0
rlhpnt200;8;476;0.017;0.002;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Point;0.0
rrslin200;7;333;3.036;0.434;1984151.767;3842;482;3349770.548;3917.095;445.558;4237.434;0.0;0.0;7294.676;Line;1614589404.0
rrspnt200;8;409;0.02;0.003;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Point;0.0
veglin200;9;4465;3.002;0.334;8916278.987;13717;3634;286913.414;1890.301;237.944;2089.072;0.0;0.0;3138.43;Line;1042643346.0
vegpnt200;8;3419;0.002;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Point;0.0
