layer;field_count;features_count;uniq_values_number;average_uniq_values;total_length;number_of_points;number_of_bends;average_area_of_bends;average_length_of_bends_baseline;average_height_of_bends;average_length_of_the_bends;total_polygons_area;average_polygons_area;average_length;layer_type;total_bends_area
admlin500;2;1;2.0;1.0;1088533.271;5;1;71301693327.0;0.0;227887.0;1088533.0;71301693327.171;71301693327.171;1088533.271;Polygon;71301693327.0
admlin500 Москва;4;21;3.048;0.762;2017478.732;3782;1172;646338.163;1809.351;419.675;2257.52;0.0;0.0;84061.614;Line;757508327.0
admpol500;6;9;5.111;0.852;5123526.703;7564;2354;4627385.56;2521.088;481.436;3031.478;71309554372.383;3565477718.619;256176.335;Polygon;10892865608.0
bldpnt500;9;1141;0.008;0.001;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Point;0.0
bldpol500;10;660;4.009;0.401;640977.017;3354;684;53087.863;21.577;218.893;946.155;35926432.915;54433.989;971.177;Polygon;36312098.0
blkpol500;9;13537;4.001;0.445;23635894.058;76700;18678;129681.166;242.076;298.291;1354.192;2340777706.579;172904.248;1745.893;Polygon;2422184813.0
comlin500;8;8;4.125;0.516;435452.301;241;30;13504184.633;15621.0;1106.6;16001.867;0.0;0.0;62207.472;Line;405125539.0
compnt500;7;5;1.4;0.2;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Point;0.0
compol500;10;0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Polygon;0.0
crdlin500;6;4;4.5;0.75;541746.182;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Line;0.0
crdpol500;9;4;6.5;0.722;2172055.253;20;4;17832035865.75;0.0;144969.25;543013.75;71328143463.63;17832035865.907;543013.813;Polygon;71328143463.0
csrlin500;11;1;11.0;1.0;32264.199;50;19;531057.474;2084.684;373.316;2412.684;0.0;0.0;32264.199;Line;10090092.0
csrpnt500;11;328;0.034;0.003;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Point;0.0
csrpol500;13;9;6.0;0.462;73004.51;151;58;315055.741;1208.086;350.828;1736.862;64952373.913;7216930.435;8111.612;Polygon;18273233.0
forlin500;5;379;3.005;0.601;2077706.182;1378;338;936337.325;5454.905;286.932;5709.956;0.0;0.0;6812.151;Line;316482016.0
gdcpnt500;7;0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Point;0.0
ghppol500;6;1;6.0;1.0;110039.117;30;3;79517185.0;35394.333;2921.667;37377.333;674001773.487;674001773.487;110039.117;Polygon;238551555.0
gndpnt500;3;0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Point;0.0
gndpol500;6;628;3.005;0.501;4209521.846;10045;3020;339510.396;1085.587;362.716;1735.828;1239104992.66;1973097.122;6703.06;Polygon;1025321395.0
gphlin500;4;25;3.16;0.79;2092423.27;938;38;428023542.658;41556.368;10505.974;55588.868;0.0;0.0;74729.402;Line;16264894621.0
gphpnt500;3;2;1.5;0.5;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Point;0.0
hdclin500;12;26;3.154;0.263;61125.92;105;21;808985.19;2134.81;368.0;2362.381;0.0;0.0;3595.642;Line;16988689.0
hdcpnt500;11;13;0.846;0.077;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Point;0.0
hdcpol500;5;0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Polygon;0.0
hddlin500;4;0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Line;0.0
hddpnt500;3;0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Point;0.0
hdrlin500;8;3483;2.054;0.257;22463026.093;68524;14701;308856.287;1581.407;218.392;1734.879;0.0;0.0;7015.311;Line;4540496278.0
hdrpnt500;7;0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Point;0.0
hdrpol500;14;1002;3.06;0.219;5110853.782;24414;5142;460823.112;1806.222;226.327;2254.628;1282669404.399;1280109.186;5100.652;Polygon;2369552441.0
