layer;field_count;features_count;uniq_values_number;average_uniq_values;total_length;number_of_points;number_of_bends;average_area_of_bends;average_length_of_bends_baseline;average_height_of_bends;average_length_of_the_bends;total_polygons_area;average_polygons_area;average_length;layer_type;total_bends_area
forlin200;5;4808;2.998;0.6;8167505.557;14861;3170;75077.865;1988.315;60.122;2025.545;0.0;0.0;2783.744;Line;237996831.0
gdcpnt200;7;1178;0.006;0.001;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Point;0.0
gndpnt200;3;0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Point;0.0
gndpol200;6;1487;3.005;0.501;4711030.573;21569;5527;128437.336;517.193;234.588;1027.519;831751134.526;559348.443;3168.144;Polygon;709873155.0
hdclin200;12;597;2.139;0.178;601435.301;1013;195;277990.041;1522.744;183.226;1619.492;0.0;0.0;3689.787;Line;54208058.0
hdcpnt200;11;595;0.018;0.002;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Point;0.0
hdcpol200;5;0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Polygon;0.0
hddlin200;4;0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Line;0.0
hddpnt200;3;0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Point;0.0
hdrlin200;8;10889;2.05;0.256;24974505.927;121457;33709;70989.471;781.578;119.622;870.118;0.0;0.0;2488.492;Line;2392984087.0
hdrpnt200;7;10;0.7;0.1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Point;0.0
hdrpol200;14;3752;3.021;0.216;8466836.898;55190;11661;210284.418;893.465;144.771;1262.343;823007751.607;219351.746;2256.62;Polygon;2452126599.0
hdtlin200;14;553;2.136;0.153;218577.205;384;106;189390.406;754.84;133.934;912.953;0.0;0.0;2571.497;Line;20075383.0
hdtpnt200;16;81;0.198;0.012;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Point;0.0
hdtpol200;12;0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Polygon;0.0
piplin200;12;403;3.047;0.254;3711804.162;4085;854;1671884.306;4565.77;387.335;4760.42;0.0;0.0;11385.902;Line;1427789197.0
pippnt200;7;0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Point;0.0
poppnt200;9;14;0.643;0.071;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Point;0.0
poppol200;14;2840;4.832;0.345;12074300.976;45172;17485;108017.04;556.244;209.658;911.608;2677395422.437;942413.031;4250.018;Polygon;1888677953.0
rdclin200;14;0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Line;0.0
rdcpnt200;14;1093;0.013;0.001;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Point;0.0
rdslin200;12;19312;2.977;0.248;35286038.077;94822;23269;172734.019;1434.68;160.831;1528.937;0.0;0.0;2674.4;Line;4019347893.0
rdspnt200;10;0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Point;0.0
rlflin200;7;1483;3.003;0.429;1765848.077;9196;2353;67000.074;730.604;104.283;807.748;0.0;0.0;1295.56;Line;157651175.0
rlfpnt200;8;463;0.017;0.002;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Point;0.0
rlhlin200;5;21190;2.005;0.401;272790475.717;1431422;428167;81104.48;615.099;172.056;841.932;0.0;0.0;12951.784;Line;34726262058.0
rlhpnt200;7;767;0.009;0.001;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Point;0.0
rrslin200;7;174;3.063;0.438;1216850.19;2836;500;837363.0;2434.22;304.438;2652.774;0.0;0.0;7850.646;Line;418681500.0
rrspnt200;8;202;0.04;0.005;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Point;0.0
veglin200;8;2792;2.002;0.25;4840803.748;7792;2052;178155.096;1742.988;171.55;1860.706;0.0;0.0;2665.641;Line;365574257.0
