layer;field_count;features_count;uniq_values_number;average_uniq_values;total_length;number_of_points;number_of_bends;average_area_of_bends;average_length_of_bends_baseline;average_height_of_bends;average_length_of_the_bends;total_polygons_area;average_polygons_area;average_length;layer_type;total_bends_area
gphlin500;4;2;3.5;0.875;112461.924;44;4;72711371.25;26534.0;3799.75;28783.5;0.0;0.0;56230.962;Line;290845485.0
gphpnt500;3;0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Point;0.0
hdclin500;12;4;5.25;0.438;12864.58;34;7;250088.286;1941.0;246.429;2054.857;0.0;0.0;4288.193;Line;1750618.0
hdcpnt500;11;10;1.1;0.1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Point;0.0
hdcpol500;5;0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Polygon;0.0
hddlin500;4;0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Line;0.0
hddpnt500;3;1;3.0;1.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Point;0.0
hdrlin500;8;2703;2.048;0.256;14783582.814;21674;4675;1081185.623;2953.592;409.988;3279.823;0.0;0.0;7336.766;Line;5054542786.0
hdrpnt500;7;0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Point;0.0
hdrpol500;14;404;3.077;0.22;8486149.473;27375;6424;49455644.257;19877.529;1446.316;23416.301;159642765751.835;395155360.772;21005.32;Polygon;317703058705.0
hdtlin500;14;19;2.737;0.196;27030.969;67;17;166276.882;1237.765;125.353;1425.412;0.0;0.0;1590.057;Line;2826707.0
hdtpnt500;15;98;0.153;0.01;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Point;0.0
hdtpol500;12;0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Polygon;0.0
piplin500;12;64;3.344;0.279;1943206.041;819;129;21403478.868;15573.519;1404.946;16327.558;0.0;0.0;31342.033;Line;2761048774.0
pippnt500;7;1;7.0;1.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Point;0.0
pippol500;8;0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Polygon;0.0
poppnt500;9;13;0.692;0.077;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Point;0.0
poppol500;14;746;4.956;0.354;4792525.52;9367;3576;381316.046;989.677;429.554;1711.287;1779799120.726;2385789.706;6424.297;Polygon;1363586179.0
rdclin500;13;12;4.667;0.359;135476.226;208;29;1835366.414;4493.931;567.483;4949.897;0.0;0.0;19353.747;Line;53225626.0
rdcpnt500;13;57;0.228;0.018;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Point;0.0
rdslin500;12;1990;3.028;0.252;12420589.967;17739;3451;1283071.917;3549.493;395.908;3808.828;0.0;0.0;7477.778;Line;4427881185.0
rdspnt500;11;13;0.846;0.077;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Point;0.0
rlflin500;7;41;3.22;0.46;128305.434;349;58;277517.379;2195.448;193.517;2313.707;0.0;0.0;3207.636;Line;16096008.0
rlfpnt500;8;74;0.108;0.013;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Point;0.0
rlfpol500;9;107;4.047;0.45;1174178.551;3358;1339;159636.795;926.624;207.606;1165.843;313597623.534;2825203.816;10578.185;Polygon;213753668.0
rlhlin500;5;2129;2.023;0.405;50388365.854;125084;27742;534691.553;1695.781;385.2;2200.995;0.0;0.0;23689.876;Line;14833413066.0
rlhpnt500;7;387;0.018;0.003;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Point;0.0
rrslin500;7;23;3.304;0.472;721051.293;728;57;23730964.035;12351.123;1109.684;13012.456;0.0;0.0;31350.056;Line;1352664950.0
rrspnt500;8;65;0.123;0.015;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Point;0.0
veglin500;8;201;2.03;0.254;989941.785;1066;200;841204.365;4632.06;293.19;4849.56;0.0;0.0;5927.795;Line;168240873.0
vegpnt500;7;81;0.086;0.012;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Point;0.0
vegpol500clip;8;0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Polygon;0.0
