Region;Name;PointsNumber;BendNumber;AveAngle;TotalArea;Length;AverageLength;AverageBaseLineLength;AverageHeight;AverageWidth;AverageArea;AtrbCount;UniqueValues;AveUniqueValues;NumberOfObj;
РОСТОВ-ДОН1000;rdclin1000.shp;19;5;8;67943;4196;704;699;30;699;13589;7;4.429;0.341;7;
РОСТОВ-ДОН1000;rdslin1000.shp;3847;1460;28;5372241953;8310186;7620;7162;817;7168;3682140;862;3.053;0.191;862;
РОСТОВ-ДОН1000;rlflin1000.shp;183;66;21;123905703;128466;5142;4819;529;4821;1877359;13;3.385;0.484;13;
РОСТОВ-ДОН1000;rrslin1000.shp;1383;696;8;15925215108;1685443;18686;18126;1269;18128;22913979;53;3.151;0.450;53;
САЛЕХАРД1000;admlin1000.shp;2410;867;33;7757966623;2372956;5685;4766;883;4883;8948058;90;3.033;0.758;90;
САЛЕХАРД1000;comlin1000.shp;0;0;0;0;0;NaN;NaN;NaN;NaN;NaN;0;0;0;0;
САЛЕХАРД1000;crdlin1000.shp;206;4;0;1316203391;895212;223803;223746;2195;223746;329050848;4;3.250;0.542;4;
САЛЕХАРД1000;piplin1000.shp;215;98;10;9169522579;651000;27559;26196;2902;26196;93566557;9;4.222;0.352;9;
САЛЕХАРД1000;rdclin1000.shp;0;0;0;0;0;NaN;NaN;NaN;NaN;NaN;0;0;0;0;
САЛЕХАРД1000;rdslin1000.shp;1476;545;14;8684721699;2343615;15429;14576;1442;14583;15935269;67;3.224;0.201;67;
САЛЕХАРД1000;rlflin1000.shp;18;7;9;3652734;14971;3634;3587;160;3587;521819;2;5.000;0.714;2;
САЛЕХАРД1000;rrslin1000.shp;249;115;11;8836760175;445492;27659;26730;2259;26730;76841393;4;4.250;0.607;4;
СУРГУТ1000;comlin1000.shp;548;321;16;1874968460;922650;10091;9792;689;9795;5841023;18;3.333;0.417;18;
СУРГУТ1000;crdlin1000.shp;80;2;0;411452219;417881;208940;208913;1478;208913;205726110;2;4.000;0.667;2;
СУРГУТ1000;piplin1000.shp;1117;590;12;5198178840;1497459;12304;11936;882;11936;8810473;52;3.231;0.269;52;
СУРГУТ1000;rdclin1000.shp;2;0;0;0;362;NaN;NaN;NaN;NaN;NaN;1;13.000;1.000;1;
СУРГУТ1000;rdslin1000.shp;1289;485;17;4339258345;1854668;10466;9773;1163;9780;8946924;71;3.282;0.205;71;
СУРГУТ1000;rlflin1000.shp;57;21;18;4720013;17727;1337;1231;193;1231;224763;5;4.600;0.657;5;
СУРГУТ1000;rrslin1000.shp;353;168;10;1606924312;348644;13584;12865;1210;12865;9565026;6;4.000;0.571;6;
СУРГУТ1000;admlin1000.shp;345;161;52;6332092713;900867;11207;9432;2036;9536;39329768;209221;14.000;1.000;1;
УСТЮГ1000;admlin1000.shp;2798;1335;43;4252338013;3970819;5431;4523;927;4586;3190051;93;3.022;0.755;93;
УСТЮГ1000;comlin1000.shp;55;33;9;2035115564;198524;36399;35535;1925;35535;61670169;1;8.000;1.000;1;
УСТЮГ1000;crdlin1000.shp;0;0;0;0;0;NaN;NaN;NaN;NaN;NaN;0;0;0;0;
УСТЮГ1000;piplin1000.shp;21;7;11;153558339;49062;15102;14468;1579;14468;21936906;1;12.000;1.000;1;
УСТЮГ1000;rdclin1000.shp;0;0;0;0;0;NaN;NaN;NaN;NaN;NaN;0;0;0;0;
УСТЮГ1000;rdslin1000.shp;4531;1849;21;5838380347;6957601;6755;6369;727;6375;3157588;648;3.039;0.190;648;
УСТЮГ1000;rlflin1000.shp;8;3;21;5075004;4936;3805;3353;697;3353;1691668;1;7.000;1.000;1;
УСТЮГ1000;rrslin1000.shp;598;266;9;2506600370;801647;17454;17045;931;17045;9423310;18;3.389;0.484;18;
УФА1000;admlin1000.shp;4014;1797;49;4733184014;4955521;4632;3557;950;3663;2633937;136;3.015;0.754;136;
УФА1000;comlin1000.shp;243;132;8;2763662077;649768;21152;20772;1215;20772;20936834;11;3.727;0.466;11;
УФА1000;crdlin1000.shp;68;2;0;294100802;393512;196756;196739;1122;196739;147050401;2;4.000;0.667;2;
УФА1000;piplin1000.shp;819;391;9;9422402668;1755283;21113;20677;1297;20677;24098217;61;3.197;0.266;61;
УФА1000;rdclin1000.shp;3;1;35;15106;558;558;541;56;541;15106;1;13.000;1.000;1;
УФА1000;rdslin1000.shp;7083;2611;17;6357658398;9052773;6028;5726;598;5733;2435884;988;3.031;0.189;988;
УФА1000;rlflin1000.shp;10;3;8;2502488;10048;6579;6463;269;6464;834163;1;7.000;1.000;1;
УФА1000;rrslin1000.shp;799;299;13;1758739245;853017;10099;9607;854;9621;5882071;29;3.276;0.468;29;
